Model Name;Species Name
msp_1826.mat;unclassified_Barnesiellaceae
msp_1827.mat;unclassified_Bacteroidales
msp_1828.mat;unclassified_Prevotellaceae
msp_1829.mat;msp_1829.mat
msp_1830.mat;unclassified_Muribaculaceae
msp_1831.mat;unclassified_Lachnospiraceae
msp_1832.mat;msp_1832.mat
msp_1833.mat;unclassified_Ruminococcus
msp_1834.mat;unclassified_Prevotellaceae
msp_1835.mat;unclassified_Candidatus_Gastranaerophilales
msp_1836.mat;unclassified_Muribaculaceae
msp_1837.mat;unclassified_Alistipes
msp_1838.mat;unclassified_Fusobacterium
msp_1839.mat;unclassified_Muribaculaceae
msp_1840.mat;unclassified_Clostridiales_Family_XIII._Incertae_Sedis
msp_1841.mat;unclassified_Alistipes
msp_1842.mat;unclassified_Bacteroides
msp_1843.mat;unclassified_Bacteroides
msp_1844.mat;unclassified_Phascolarctobacterium
msp_1845.mat;msp_1845.mat
msp_1846.mat;unclassified_Faecalibacterium
msp_1847.mat;msp_1847.mat
msp_1848.mat;unclassified_Desulfovibrio
msp_1849.mat;msp_1849.mat
msp_1850.mat;unclassified_Ruminococcaceae
msp_1851.mat;unclassified_Blautia
msp_1852.mat;msp_1852.mat
msp_1853.mat;unclassified_Elusimicrobia
msp_1854.mat;msp_1854.mat
msp_1855.mat;unclassified_Clostridiales_2
msp_1856.mat;unclassified_Anaeroplasmataceae
msp_1857.mat;msp_1857.mat
msp_1858.mat;unclassified_Clostridiales_2
msp_1859.mat;unclassified_Alistipes
msp_1860.mat;msp_1860.mat
msp_1861.mat;unclassified_Fusobacterium
msp_1862.mat;msp_1862.mat
msp_1863.mat;[Escherichia_coli]_CIM:MAG_560
msp_1864.mat;msp_1864.mat
msp_1865.mat;msp_1865.mat
msp_1866.mat;unclassified_Clostridium
msp_1867.mat;unclassified_Anaeroplasmataceae
msp_1868.mat;msp_1868.mat
msp_1869.mat;unclassified_Holdemanella
msp_1870.mat;unclassified_Odoribacteraceae
msp_1871.mat;msp_1871.mat
msp_1872.mat;msp_1872.mat
msp_1873.mat;unclassified_Clostridiales_2
msp_1874.mat;msp_1874.mat
msp_1875.mat;msp_1875.mat
msp_1876.mat;msp_1876.mat
msp_1877.mat;msp_1877.mat
msp_1878.mat;msp_1878.mat
msp_1879.mat;msp_1879.mat
msp_1880.mat;unclassified_Phascolarctobacterium
msp_1881.mat;msp_1881.mat
msp_1882.mat;msp_1882.mat
msp_1883.mat;msp_1883.mat
msp_1884.mat;msp_1884.mat
msp_1885.mat;msp_1885.mat
msp_1886.mat;Atopobiaceae_sp1
msp_1887.mat;unclassified_Sutterella
msp_1888.mat;msp_1888.mat
msp_1889.mat;msp_1889.mat
msp_1890.mat;unclassified_Anaeroplasmataceae
msp_1891.mat;unclassified_Blautia
msp_1892.mat;msp_1892.mat
msp_1893.mat;msp_1893.mat
msp_1894.mat;msp_1894.mat
msp_1895.mat;msp_1895.mat
msp_1896.mat;msp_1896.mat
msp_1897.mat;msp_1897.mat
msp_1898.mat;msp_1898.mat
msp_1899.mat;msp_1899.mat
msp_1900.mat;msp_1900.mat
msp_1901.mat;msp_1901.mat
msp_1902.mat;unclassified_Negativibacillus
msp_1903.mat;msp_1903.mat
msp_1904.mat;unclassified_Bacteroides
msp_1905.mat;unclassified_Clostridiales_4
msp_1906.mat;unclassified_Anaerostipes
msp_1907.mat;msp_1907.mat
msp_1908.mat;unclassified_Clostridioides
msp_1909.mat;msp_1909.mat
msp_1910.mat;msp_1910.mat
msp_1911.mat;msp_1911.mat
msp_1912.mat;msp_1912.mat
msp_1913.mat;msp_1913.mat
msp_1914.mat;msp_1914.mat
msp_1915.mat;msp_1915.mat
msp_1916.mat;msp_1916.mat
msp_1917.mat;msp_1917.mat
msp_1918.mat;msp_1918.mat
msp_1919.mat;msp_1919.mat
msp_1920.mat;msp_1920.mat
msp_1921.mat;msp_1921.mat
msp_1922.mat;msp_1922.mat
msp_1923.mat;msp_1923.mat
msp_1924.mat;msp_1924.mat
msp_1925.mat;msp_1925.mat
msp_1926.mat;msp_1926.mat
msp_1927.mat;msp_1927.mat
msp_1928.mat;msp_1928.mat
msp_1929.mat;unclassified_ML615J-28_Tenericutes
msp_1930.mat;msp_1930.mat
msp_1931.mat;msp_1931.mat
msp_1932.mat;msp_1932.mat
msp_1933.mat;msp_1933.mat
msp_1934.mat;msp_1934.mat
msp_1935.mat;msp_1935.mat
msp_1936.mat;msp_1936.mat
msp_1937.mat;msp_1937.mat
msp_1938.mat;msp_1938.mat
msp_1939.mat;msp_1939.mat
msp_1940.mat;msp_1940.mat
msp_1941.mat;msp_1941.mat
msp_1942.mat;msp_1942.mat
msp_1943.mat;msp_1943.mat
msp_1944.mat;msp_1944.mat
msp_1945.mat;msp_1945.mat
msp_1946.mat;msp_1946.mat
msp_1947.mat;unclassified_Lactobacillus
msp_1948.mat;Faecalicatena_orotica
msp_1949.mat;msp_1949.mat
msp_1950.mat;msp_1950.mat
msp_1951.mat;msp_1951.mat
msp_1952.mat;msp_1952.mat
msp_1953.mat;msp_1953.mat
msp_1954.mat;msp_1954.mat
msp_1955.mat;msp_1955.mat
msp_1956.mat;msp_1956.mat
msp_1957.mat;msp_1957.mat
msp_1958.mat;unclassified_Sutterellaceae
msp_1959.mat;msp_1959.mat
msp_1960.mat;msp_1960.mat
msp_1961.mat;msp_1961.mat
msp_1962.mat;msp_1962.mat
msp_1963.mat;msp_1963.mat
msp_1964.mat;msp_1964.mat
msp_1965.mat;msp_1965.mat
msp_1966.mat;msp_1966.mat
msp_1967.mat;msp_1967.mat
msp_1968.mat;msp_1968.mat
msp_1969.mat;msp_1969.mat
msp_1970.mat;msp_1970.mat
msp_1971.mat;msp_1971.mat
msp_1972.mat;msp_1972.mat
msp_1973.mat;msp_1973.mat
msp_1974.mat;msp_1974.mat
msp_1975.mat;msp_1975.mat
msp_1976.mat;msp_1976.mat
msp_1977.mat;msp_1977.mat
msp_1978.mat;unclassified_Bacteroidales
msp_1979.mat;Lachnospiraceae_bacterium_UBA3273
msp_1980.mat;msp_1980.mat
msp_1981.mat;Prevotella_sp._UBA7263_&_UBA7283_&_RUG423_&_RUG136_&_RUG144
msp_1982.mat;unclassified_Bacteroides
msp_1983.mat;unclassified_Prevotella
msp_1984.mat;unclassified_Muribaculaceae
msp_1985.mat;unclassified_Ruminococcus
msp_1986.mat;msp_1986.mat
msp_1987.mat;unclassified_Muribaculaceae
msp_1988.mat;msp_1988.mat
msp_1989.mat;unclassified_Bacteroidales
msp_1990.mat;msp_1990.mat
msp_1991.mat;unclassified_Lachnospiraceae
msp_1992.mat;unclassified_Bacteroides
msp_1993.mat;unclassified_Clostridiales_5
msp_1994.mat;unclassified_Prevotella
msp_1995.mat;unclassified_RF39_Mollicutes
msp_1996.mat;unclassified_Candidatus_Gastranaerophilales
msp_1997.mat;unclassified_Ruminococcaceae
msp_1998.mat;msp_1998.mat
msp_1999.mat;unclassified_ML615J-28_Tenericutes
msp_2000.mat;unclassified_Phascolarctobacterium
msp_2001.mat;msp_2001.mat
msp_2002.mat;msp_2002.mat
msp_2003.mat;msp_2003.mat
msp_2004.mat;msp_2004.mat
msp_2005.mat;Lachnospiraceae_bacterium_UBA4631
msp_2006.mat;unclassified_Ruminococcus
msp_2007.mat;msp_2007.mat
msp_2008.mat;msp_2008.mat
msp_2009.mat;unclassified_Ruminococcaceae
msp_2010.mat;unclassified_Anaeroplasmataceae
msp_2011.mat;unclassified_Bacteroidales
msp_2012.mat;msp_2012.mat
msp_2013.mat;msp_2013.mat
msp_2014.mat;unclassified_Ruminococcaceae
msp_2015.mat;unclassified_Phascolarctobacterium
msp_2016.mat;msp_2016.mat
msp_2017.mat;msp_2017.mat
msp_2018.mat;msp_2018.mat
msp_2019.mat;msp_2019.mat
msp_2020.mat;msp_2020.mat
msp_2021.mat;msp_2021.mat
msp_2022.mat;msp_2022.mat
msp_2023.mat;msp_2023.mat
msp_2024.mat;msp_2024.mat
msp_2025.mat;msp_2025.mat
msp_2026.mat;msp_2026.mat
msp_2027.mat;msp_2027.mat
msp_2028.mat;msp_2028.mat
msp_2029.mat;msp_2029.mat
msp_2030.mat;msp_2030.mat
msp_2031.mat;msp_2031.mat
msp_2032.mat;msp_2032.mat
msp_2033.mat;msp_2033.mat
msp_2034.mat;msp_2034.mat
msp_2035.mat;msp_2035.mat
msp_2036.mat;msp_2036.mat
msp_2037.mat;msp_2037.mat
msp_2038.mat;msp_2038.mat
msp_2039.mat;msp_2039.mat
msp_2040.mat;msp_2040.mat
msp_2041.mat;msp_2041.mat
msp_2042.mat;msp_2042.mat
msp_2043.mat;msp_2043.mat
msp_2044.mat;msp_2044.mat
msp_2045.mat;msp_2045.mat
msp_2046.mat;msp_2046.mat
msp_2047.mat;msp_2047.mat
msp_2048.mat;msp_2048.mat
msp_2049.mat;msp_2049.mat
msp_2050.mat;msp_2050.mat
msp_2051.mat;msp_2051.mat
msp_2052.mat;msp_2052.mat
msp_2053.mat;msp_2053.mat
msp_2054.mat;unclassified_Ruminococcaceae
msp_2055.mat;msp_2055.mat
msp_2056.mat;msp_2056.mat
msp_2057.mat;msp_2057.mat
msp_2058.mat;msp_2058.mat
msp_2059.mat;msp_2059.mat
msp_2060.mat;msp_2060.mat
msp_2061.mat;msp_2061.mat
msp_2062.mat;msp_2062.mat
msp_2063.mat;msp_2063.mat
msp_2064.mat;msp_2064.mat
msp_2065.mat;msp_2065.mat
msp_2066.mat;unclassified_Megasphaera
msp_2067.mat;msp_2067.mat
msp_2068.mat;msp_2068.mat
msp_2069.mat;msp_2069.mat
msp_2070.mat;msp_2070.mat
msp_2071.mat;msp_2071.mat
msp_2072.mat;msp_2072.mat
msp_2073.mat;msp_2073.mat
msp_2074.mat;msp_2074.mat
msp_2075.mat;msp_2075.mat
msp_2076.mat;msp_2076.mat
msp_2077.mat;msp_2077.mat
msp_2078.mat;msp_2078.mat
msp_2079.mat;msp_2079.mat
msp_2080.mat;msp_2080.mat
msp_2081.mat;msp_2081.mat
msp_2082.mat;msp_2082.mat
msp_2083.mat;msp_2083.mat
msp_2084.mat;msp_2084.mat
msp_2085.mat;msp_2085.mat
msp_2086.mat;msp_2086.mat
msp_2087.mat;msp_2087.mat
msp_2088.mat;msp_2088.mat
msp_2089.mat;msp_2089.mat
msp_2090.mat;unclassified_Prevotella
msp_2091.mat;msp_2091.mat
msp_2092.mat;msp_2092.mat
msp_2093.mat;msp_2093.mat
msp_2094.mat;msp_2094.mat
msp_2095.mat;msp_2095.mat
msp_2096.mat;msp_2096.mat
msp_2097.mat;msp_2097.mat
msp_2098.mat;msp_2098.mat
msp_2099.mat;msp_2099.mat
msp_2100.mat;msp_2100.mat
msp_2101.mat;msp_2101.mat
msp_2102.mat;msp_2102.mat
msp_2103.mat;msp_2103.mat
msp_2104.mat;msp_2104.mat
msp_2105.mat;msp_2105.mat
msp_2106.mat;msp_2106.mat
msp_2107.mat;msp_2107.mat
msp_2108.mat;msp_2108.mat
msp_2109.mat;msp_2109.mat
msp_2110.mat;msp_2110.mat
msp_2111.mat;msp_2111.mat
msp_2112.mat;msp_2112.mat
msp_2113.mat;msp_2113.mat
msp_2114.mat;msp_2114.mat
msp_2115.mat;msp_2115.mat
msp_2116.mat;msp_2116.mat
msp_2117.mat;msp_2117.mat
msp_2118.mat;msp_2118.mat
msp_2119.mat;msp_2119.mat
msp_2120.mat;msp_2120.mat
msp_2121.mat;msp_2121.mat
msp_2122.mat;msp_2122.mat
msp_2123.mat;msp_2123.mat
msp_2124.mat;msp_2124.mat
msp_2125.mat;msp_2125.mat
msp_2126.mat;msp_2126.mat
msp_2127.mat;msp_2127.mat
msp_2128.mat;msp_2128.mat
msp_2129.mat;msp_2129.mat
msp_2130.mat;msp_2130.mat
msp_2131.mat;msp_2131.mat
msp_2132.mat;msp_2132.mat
msp_2133.mat;msp_2133.mat
msp_2134.mat;msp_2134.mat
msp_2135.mat;msp_2135.mat
msp_2136.mat;msp_2136.mat
msp_2137.mat;msp_2137.mat
msp_2138.mat;msp_2138.mat
msp_2139.mat;msp_2139.mat
msp_2140.mat;msp_2140.mat
msp_2141.mat;msp_2141.mat
msp_2142.mat;msp_2142.mat
msp_2143.mat;msp_2143.mat
msp_2144.mat;msp_2144.mat
msp_2145.mat;msp_2145.mat
msp_2146.mat;msp_2146.mat
msp_2147.mat;msp_2147.mat
msp_2148.mat;msp_2148.mat
msp_2149.mat;msp_2149.mat
msp_2150.mat;msp_2150.mat
msp_2151.mat;msp_2151.mat
msp_2152.mat;msp_2152.mat
msp_2153.mat;msp_2153.mat
msp_2154.mat;msp_2154.mat
msp_2155.mat;msp_2155.mat
msp_2156.mat;msp_2156.mat
msp_2157.mat;msp_2157.mat
msp_2158.mat;msp_2158.mat
msp_2159.mat;msp_2159.mat
msp_2160.mat;msp_2160.mat
msp_2161.mat;msp_2161.mat
msp_2162.mat;msp_2162.mat
msp_2163.mat;msp_2163.mat
msp_2164.mat;msp_2164.mat
msp_2165.mat;msp_2165.mat
msp_2166.mat;msp_2166.mat
msp_2167.mat;msp_2167.mat
msp_2168.mat;msp_2168.mat
msp_2169.mat;msp_2169.mat
msp_2170.mat;msp_2170.mat
msp_2171.mat;msp_2171.mat
msp_2172.mat;msp_2172.mat
msp_2173.mat;msp_2173.mat
msp_2174.mat;msp_2174.mat
msp_2175.mat;msp_2175.mat
msp_2176.mat;msp_2176.mat
msp_2177.mat;msp_2177.mat
msp_2178.mat;msp_2178.mat
msp_2179.mat;msp_2179.mat
msp_2180.mat;msp_2180.mat
msp_2181.mat;msp_2181.mat
msp_2182.mat;msp_2182.mat
msp_2183.mat;msp_2183.mat
msp_2184.mat;msp_2184.mat
msp_2185.mat;msp_2185.mat
msp_2186.mat;msp_2186.mat
msp_2187.mat;msp_2187.mat
msp_2188.mat;msp_2188.mat
msp_2189.mat;msp_2189.mat
msp_2190.mat;msp_2190.mat
msp_2191.mat;msp_2191.mat
msp_2192.mat;msp_2192.mat
msp_2193.mat;msp_2193.mat
msp_2194.mat;msp_2194.mat
msp_2195.mat;msp_2195.mat
msp_2196.mat;msp_2196.mat
msp_2197.mat;msp_2197.mat
msp_2198.mat;msp_2198.mat
msp_2199.mat;msp_2199.mat
msp_2200.mat;msp_2200.mat
msp_2201.mat;msp_2201.mat
msp_2202.mat;msp_2202.mat
msp_2203.mat;msp_2203.mat
msp_2204.mat;msp_2204.mat
msp_2205.mat;msp_2205.mat
msp_2206.mat;msp_2206.mat
msp_2207.mat;msp_2207.mat
msp_2208.mat;msp_2208.mat
msp_2209.mat;unclassified_Succinatimonas
msp_2210.mat;msp_2210.mat
msp_2211.mat;unclassified_Ruminococcus
